Date,28 Days,91 Days,182 Days,364 Days,Weighted Average Interbank Rate (Daily),7 Days (Regular),7 Days (Regular),15 Days,30 Days,60 Days,90 Days,Weighted Average Deposit Auction Rate (14 Days),Weighted Average Repo Rate (14 Days)
"10 May, 2016",,0.5604,,0.6016,0.5474,,,,,,,,
"11 May, 2016",,,,,0.5387,,0.4271,,,,,,
"12 May, 2016",,,,,0.4981,,,,,,,,
"13 May, 2016",,,,,0.4428,,,,,,,,
"15 May, 2016",,,,,0.4652,,,,,,,,
"16 May, 2016",,,,,0.4873,,,,,,,,
"17 May, 2016",,0.2538,0.4359,,0.4297,,,,,,,,
"18 May, 2016",,,,,0.3450,,0.1742,,,,,,
"19 May, 2016",,,,,0.3345,,,,,,,,
"20 May, 2016",,,,,0.3111,,,,,,,,
"22 May, 2016",,,,,0.3219,,,,,,,,
"23 May, 2016",,,,,0.2895,,,,,,,,
"24 May, 2016",,0.1376,,,0.3550,,,,,,,,
"25 May, 2016",,,,,0.2679,,0.0720,,,,,,
"26 May, 2016",,,,,0.2366,,,,,,,,
"27 May, 2016",,,,,0.2324,,,,,,,,
"29 May, 2016",,,,,0.2974,,,,,,,,
"30 May, 2016",,,,,0.3864,,,,,,,,
"31 May, 2016",,0.0990,,,0.4467,,,,,,,,
"01 Jun, 2016",,,,,0.4712,,0.0145,,,,,,
"02 Jun, 2016",,,,,0.4613,,,,,,,,
"03 Jun, 2016",,,,,0.4239,,,,,,,,
"05 Jun, 2016",,,,,0.4118,,,,,,,,
"06 Jun, 2016",,,,,0.3840,,,,,,,,
"07 Jun, 2016",,0.0592,,,0.3934,,,,,,,,
"08 Jun, 2016",,,,,0.3768,,0.0055,,,,,,
"09 Jun, 2016",,,,,0.3253,,,,,,,,
"10 Jun, 2016",,,,,0.2862,,,,,,,,
"12 Jun, 2016",,,,,0.3204,,,,,,,,
"13 Jun, 2016",,,,,0.3314,,,,,,,,
"14 Jun, 2016",,0.0272,,0.6737,0.3337,,,,,,,,
"15 Jun, 2016",,,,,0.3228,,0.0001,,,,,,
"16 Jun, 2016",,,,,0.2663,,,,,,,,
"17 Jun, 2016",,,,,0.2793,,,,,,,,
"19 Jun, 2016",,,,,0.3104,,,,,,,,
"20 Jun, 2016",,,,,0.3071,,,,,,,,
"21 Jun, 2016",,0.0128,0.3255,0.7220,0.3064,,,,,,,,
"22 Jun, 2016",,,,,0.3061,,0.0001,,,,,,
"23 Jun, 2016",,,,,0.3087,,,,,,,,
"24 Jun, 2016",,,,,0.3043,,,,,,,,
"26 Jun, 2016",,,,,0.3461,,,,,,,,
"27 Jun, 2016",,,,,0.3738,,,,,,,,
"28 Jun, 2016",,0.0940,,0.7218,0.4590,,,,,,,,
"29 Jun, 2016",,,,,0.5209,,0.0001,,,,,,
"30 Jun, 2016",,,,,0.5202,,,,,,,,
"01 Jul, 2016",,,,,0.4708,,,,,,,,
"03 Jul, 2016",,,,,0.5979,,,,,,,,
"04 Jul, 2016",,,,,0.8836,,,,,,,,
"05 Jul, 2016",,0.0004,,,1.0295,,,,,,,,
"06 Jul, 2016",,,,,1.1532,,,,,,,,
"07 Jul, 2016",,,,,0.5313,,,,,,,,
"08 Jul, 2016",,,,,1.1198,,,,,,,,
"10 Jul, 2016",,,,,1.2375,,,,,,,,
"11 Jul, 2016",,,,,1.3190,,,,,,,,
"12 Jul, 2016",,0.0004,,,1.3517,,,,,,,,
"13 Jul, 2016",,,,,1.3024,,,,,,,,
"14 Jul, 2016",,,,,1.1751,,,,,,,,
"15 Jul, 2016",,,,,1.1186,,,,,,,,
"17 Jul, 2016",,,,,1.1433,,,,,,,,
"18 Jul, 2016",,,,,1.1319,,,,,,,,
"19 Jul, 2016",,0.3259,,,1.1208,,,,,,,,
"20 Jul, 2016",,,,,0.9597,,0.5521,,,,,,
"21 Jul, 2016",,,,,0.7900,,,,,,,,
"22 Jul, 2016",,,,,0.7419,,,,,,,,
"24 Jul, 2016",,,,,0.7476,,,,,,,,
"25 Jul, 2016",,,,,0.7265,,,,,,,,
"26 Jul, 2016",,0.1328,,,0.6279,,,,,,,,
"27 Jul, 2016",,,,,0.5790,,0.5154,,,,,,
"28 Jul, 2016",,,,,0.5000,,,,,,,,
"31 Jul, 2016",,,,,0.4938,,,,,,,,
"01 Aug, 2016",,,,,0.4269,,,,,,,,
"02 Aug, 2016",,0.2313,,,0.3861,,,,,,,,
"03 Aug, 2016",,,,,0.4220,,0.3440,,,,,,
"04 Aug, 2016",,,,,0.3855,,,,,,,,
"05 Aug, 2016",,,,,0.3718,,,,,,,,
"07 Aug, 2016",,,,,0.3647,,,,,,,,
"08 Aug, 2016",,,,,0.4045,,,,,,,,
"09 Aug, 2016",,0.1689,,,0.3487,,,,,,,,
"10 Aug, 2016",,,,,0.4164,,,,,,,0.3045,
"11 Aug, 2016",,,,,0.5545,,,,,,,0.2487,
"12 Aug, 2016",,,,,0.6139,,,,,,,,
"14 Aug, 2016",,,,,0.8398,,,,,,1.3924,,
"15 Aug, 2016",,,,,1.7223,,,,,,,,
"16 Aug, 2016",,1.1461,2.3120,,2.2982,,,,,,,,
"17 Aug, 2016",,,,,2.1517,,,,,,,,3.7223
"21 Aug, 2016",,,,,2.7542,,,,,,,2.1982,
"22 Aug, 2016",,,,,3.2289,,,,,,,,
"23 Aug, 2016",,2.1632,,,3.0837,,,,,,2.6000,,
"24 Aug, 2016",,,,,2.7172,,2.5473,,,,,,
"26 Aug, 2016",,,,,2.5502,,,,,,,,
"28 Aug, 2016",,,,,2.7266,,,,,,,,
"29 Aug, 2016",,,,,2.8081,,,,,,,,
"30 Aug, 2016",,2.0509,,2.7145,2.9707,,,,,,,,
"31 Aug, 2016",,,,,2.7058,,2.5767,,,,,,
"01 Sep, 2016",,,,,2.5250,,,,,,,,
"02 Sep, 2016",,,,,2.0114,,,,,,,,
"04 Sep, 2016",,,,,2.4123,,,,,,,,
"05 Sep, 2016",,,,,2.4366,,,,,,,,
"06 Sep, 2016",,2.0096,2.6106,,2.4367,,,,,,,,
"07 Sep, 2016",,,,,2.4699,,2.1728,,,,,,
"08 Sep, 2016",,,,,2.1054,,,,,,,,
"09 Sep, 2016",,,,,1.6670,,,,,,,,
"11 Sep, 2016",,,,,2.2268,,,,,,,2.0048,
"12 Sep, 2016",,,,,2.5854,,,,,,,,
"14 Sep, 2016",,1.8844,2.4244,2.7823,2.8939,,2.3938,,,,,,
"16 Sep, 2016",,,,,2.7936,,,,,,,,
"18 Sep, 2016",,,,,2.9228,,,,,,,,
"20 Sep, 2016",,2.0505,2.3286,2.8173,2.8446,,,,,,,,
"21 Sep, 2016",,,,,2.8008,,2.1360,,,,,,
"22 Sep, 2016",,,,,2.6471,,,,,,,,
"23 Sep, 2016",,,,,2.3208,,,,,,,,
"25 Sep, 2016",,,,,2.5883,,,,,,,,
"26 Sep, 2016",,,,,2.7171,,,,,,,,
"27 Sep, 2016",,2.1446,2.2500,2.4949,3.0276,,,,,,,,
"28 Sep, 2016",,,,,3.4073,,2.5550,,,,,,
"29 Sep, 2016",,,,,3.4907,3.1747,,,,,,,
"30 Sep, 2016",,,,,2.9945,,,,,,,,
"02 Oct, 2016",,,,,2.9397,2.9496,,,,,,,
"03 Oct, 2016",,,,,3.2304,,,,,,,,
"04 Oct, 2016",,2.1770,,,3.3040,,,,,,,,
"05 Oct, 2016",,,,,3.4573,,2.5219,,,,,,
"06 Oct, 2016",,,,,3.8364,,,,,,,,
"07 Oct, 2016",,,,,4.1641,,,,,,,,
"14 Oct, 2016",,2.3625,,,4.0187,,,,,,,,
"16 Oct, 2016",,,,,4.0594,,,,,,,,
"17 Oct, 2016",,,,,4.0740,,,,,,,,
"18 Oct, 2016",,2.8311,2.9793,,4.1493,,,,,,,,
"19 Oct, 2016",,,,,4.1603,,2.7118,,,,,,
"20 Oct, 2016",,,,,4.1185,,,,,,,,
"21 Oct, 2016",,,,,4.0281,,,,,,,,
"23 Oct, 2016",,,,,4.2551,,,,,,,,
"24 Oct, 2016",,,,,4.1792,,,,,,,,
"25 Oct, 2016",,2.7074,,3.2469,4.1088,,,,,,,,
"26 Oct, 2016",,,,,3.8844,,2.2100,,,,,,
"27 Oct, 2016",,,,,3.0935,,,,,,,,
"28 Oct, 2016",,,,,2.1852,,,,,,,,
"02 Nov, 2016",,3.1462,,3.4493,3.4000,,,,,,,,
"03 Nov, 2016",,,,,2.8891,,,,,,,,
"04 Nov, 2016",,,,,3.0076,,,,,,,,
"07 Nov, 2016",,,,,3.4025,,,,,,,,
"08 Nov, 2016",,3.0353,,3.2640,3.2910,,,,,,,,
"09 Nov, 2016",,,,,3.3355,,1.9989,,,,,,
"10 Nov, 2016",,,,,3.4330,,,,,,,,
"11 Nov, 2016",,,,,3.1585,,,,,,,,
"13 Nov, 2016",,,,,3.5887,,,,,,,,
"14 Nov, 2016",,,,,3.7953,,,,,,,,
"15 Nov, 2016",,3.0987,3.4826,3.9657,4.3491,,,,,,,,5.5887
"16 Nov, 2016",,,,,4.3511,,3.5900,,,,,,
"17 Nov, 2016",,,,,4.2466,,,,,,,,
"18 Nov, 2016",,,,,3.9548,,,,,,,,
"20 Nov, 2016",,,,,3.8865,,,,,,,,
"21 Nov, 2016",,,,,3.6777,,,,,,,,
"22 Nov, 2016",,2.9776,,,3.4325,,,,,,,,
"23 Nov, 2016",,,,,3.1307,,2.5000,,,,,,
"24 Nov, 2016",,,,,2.8839,,,,,,,,
"25 Nov, 2016",,,,,2.6594,,,,,,,,
"27 Nov, 2016",,,,,2.7894,,,,,,,,
"28 Nov, 2016",,,,,2.7293,,,,,,,,
"29 Nov, 2016",,2.4999,,3.2500,2.5579,,,,,,,,
"30 Nov, 2016",,,,,2.4792,,2.2500,,,,,,
"01 Dec, 2016",,,,,2.2598,,,,,,,,
"02 Dec, 2016",,,,,1.9550,,,,,,,,
"03 Dec, 2016",,,,,,,,,,,,,
"04 Dec, 2016",,,,,2.0284,,,,,,,,
"05 Dec, 2016",,,,,1.8324,,,,,,,,
"06 Dec, 2016",,1.9709,,,,,,,,,,,
"07 Dec, 2016",,,,,,,1.2499,,,,,,
"14 Dec, 2016",,1.8197,,,,,0.9822,,,,,,
"18 Dec, 2016",,,,,,,,,,,,0.8950,
"20 Dec, 2016",,1.7298,2.2335,2.6357,,,,,,,,0.8609,
"21 Dec, 2016",,,,,,,0.9070,,,,,,
"22 Dec, 2016",,,,,,,,,,,1.5999,,
"27 Dec, 2016",,1.7569,,2.6545,,,,,,,,,
"28 Dec, 2016",,,,,,,1.8500,,,,,,
"01 Jan, 2017",,,,,2.9097,,,,,,,,
"02 Jan, 2017",,,,,3.0491,,,,,,,,
"03 Jan, 2017",,1.2998,,2.8525,2.9682,,,,,,,,
"04 Jan, 2017",,,,,2.8753,,2.1499,,,,,,
"05 Jan, 2017",,,,,2.8701,,,,,,,,
"06 Jan, 2017",,,,,2.8908,,,,,,,,4.8753
"08 Jan, 2017",,,,,3.7201,,,,,,,,4.8701
"09 Jan, 2017",,,,,3.9503,,,,,,,,
"10 Jan, 2017",,1.9559,,,3.9319,,,,,,,,
"11 Jan, 2017",,,,,3.9168,,,,,,,,
"12 Jan, 2017",,,,,3.8911,,,,,,,,
"13 Jan, 2017",,,,,3.8531,,,,,,,,
"15 Jan, 2017",,,,,3.7416,,,,,,,,
"16 Jan, 2017",,,,,3.7415,,,,,,,,
"17 Jan, 2017",,2.7252,,,3.6053,,,,,,,,
"18 Jan, 2017",,,,,3.5244,,,,,,,,
"19 Jan, 2017",,,,,3.2690,,,,,,,,
"20 Jan, 2017",,,,,3.0401,,,,,,,,
"22 Jan, 2017",,,,,4.3350,,,,,,,,
"23 Jan, 2017",,,,,6.0654,,,,,,,,
"24 Jan, 2017",,2.9553,,,6.7943,,,,,,,,
"25 Jan, 2017",,,,,6.9955,,,,,,,,
"26 Jan, 2017",,,,,6.9539,5.6848,,,,,,,
"27 Jan, 2017",,,,,6.5375,,,,,,,,
"30 Jan, 2017",,,,,6.1847,,,,,,,,
"31 Jan, 2017",,2.6320,,,5.9750,,,,,,,,
"01 Feb, 2017",,,,,5.5714,,,,,,,,
"02 Feb, 2017",,,,,4.1931,,,,,,,,
"03 Feb, 2017",,,,,4.1671,,,,,,,,
"05 Feb, 2017",,,,,3.1106,,,,,,,,
"06 Feb, 2017",,,,,2.6443,,,,,,,,
"07 Feb, 2017",,1.0463,,,1.6285,,,,,,,,
"08 Feb, 2017",,,,,1.2857,,,,,,,,
"09 Feb, 2017",,,,,1.2125,,,,,,,,
"10 Feb, 2017",,,,,0.9420,,,,,,,,
"11 Feb, 2017",,,,,,,,,,,,,
"12 Feb, 2017",,,,,0.9463,,,,,,,,
"13 Feb, 2017",,,,,0.9635,,,,,,,,
"14 Feb, 2017",,0.6820,,,0.8149,,,,,,,,
"15 Feb, 2017",,,,,0.8241,,,,,,,,
"16 Feb, 2017",,,,,0.7644,,,,,,,,
"17 Feb, 2017",,,,,0.6981,,,,,,,,
"19 Feb, 2017",,,,,0.7420,,,,,,,,
"20 Feb, 2017",,,,,0.7561,,,,,,,,
"21 Feb, 2017",,0.4998,,,0.7091,,,,,,,,
"22 Feb, 2017",,,,,0.9154,,,,,,,,
"23 Feb, 2017",,,,,0.8583,,,,,,,,
"26 Feb, 2017",,,,,0.6741,,,,,,,,
"28 Feb, 2017",,0.7606,,,0.6686,,,,,,,,
"01 Mar, 2017",,,,,0.8500,,,,,,,,
"02 Mar, 2017",,,,,0.7394,,,,,,,,
"03 Mar, 2017",,,,,0.6716,,,,,,,,
"05 Mar, 2017",,,,,1.0466,,,,,,,,
"06 Mar, 2017",,,,,1.3086,,,,,,,,
"07 Mar, 2017",,0.7606,2.8525,2.2335,1.3876,,,,,,,,
"09 Mar, 2017",,,,,1.4511,,,,,,,,
"10 Mar, 2017",,,,,1.4500,,,,,,,,
"11 Mar, 2017",,,,,,,,,,,,,
"12 Mar, 2017",,,,,,,,,,,,,
"13 Mar, 2017",,,,,1.4250,,,,,,,,
"14 Mar, 2017",,0.9575,1.5201,,1.5000,,,,,,,,
"15 Mar, 2017",,,,,1.2917,,,,,,,,
"16 Mar, 2017",,,,,1.3000,,,,,,,,
"17 Mar, 2017",,,,,1.2479,,,,,,,,
"18 Mar, 2017",,,,,,,,,,,,,
"19 Mar, 2017",,,,,1.0633,,,,,,,,
"20 Mar, 2017",,,,,1.0500,,,,,,,,
"21 Mar, 2017",,0.9575,1.5201,2.8525,1.0068,,,,,,,,
"22 Mar, 2017",,,,,1.0062,,,,,,,,
"23 Mar, 2017",,,,,0.7900,,,,,,,,
"24 Mar, 2017",,,,,,,,,,,,,
"25 Mar, 2017",,,,,,,,,,,,,
"26 Mar, 2017",,,,,0.7200,,,,,,,,
"27 Mar, 2017",,,,,,,,,,,,,
"28 Mar, 2017",,0.9575,1.4281,2.8525,0.7400,,,,,,,,
"29 Mar, 2017",,,,,0.7876,,,,,,,,
"30 Mar, 2017",,,,,0.8000,,,,,,,,
"31 Mar, 2017",,,,,0.6526,,,,,,,,
"01 Apr, 2017",,,,,,,,,,,,,
"02 Apr, 2017",,,,,,,,,,,,,
"03 Apr, 2017",,,,,,,,,,,,,
"04 Apr, 2017",,0.3952,,1.8357,0.7000,,,,,,,,
"05 Apr, 2017",,,,,,,,,,,,,
"06 Apr, 2017",,,,,0.5553,,,,,,,,
"07 Apr, 2017",,,,,0.5000,,,,,,,,
"08 Apr, 2017",,,,,,,,,,,,,
"09 Apr, 2017",,,,2.8351,0.4136,,,,,,,,
"10 Apr, 2017",,,,,0.4227,,,,,,,,
"11 Apr, 2017",,0.3884,,,0.4370,,,,,,,,
"12 Apr, 2017",,,,,0.4650,,,,,,,,
"13 Apr, 2017",,,,,0.3720,,,,,,,,
"14 Apr, 2017",,,,,,,,,,,,,
"15 Apr, 2017",,,,,,,,,,,,,
"16 Apr, 2017",,,,,0.4024,,,,,,,,
"17 Apr, 2017",,,,,,,,,,,,,
"18 Apr, 2017",,0.4565,1.2686,,0.4386,,,,,,,,
"19 Apr, 2017",,,,,0.5074,,,,,,,,
"20 Apr, 2017",,,,,0.6275,,,,,,,,
"21 Apr, 2017",,,,,0.5947,,,,,,,,
"22 Apr, 2017",,,,,,,,,,,,,
"23 Apr, 2017",,,,,0.7929,,,,,,,,
"24 Apr, 2017",,,,,0.7902,,,,,,,,
"25 Apr, 2017",,0.9058,1.3663,,1.2030,,,,,,,,
"26 Apr, 2017",,,,,1.6725,,,,,,,,
"27 Apr, 2017",,,,,1.8647,,,,,,,,
"28 Apr, 2017",,,,,1.8255,,,,,,,,
"30 Apr, 2017",,,,,2.0309,,,,,,,,
"02 May, 2017",,1.0600,,,2.5779,,,,,,,,
"03 May, 2017",,,,,3.0530,,,,,,,,
"04 May, 2017",,,,,3.4261,,,,,,,,
"05 May, 2017",,,,,3.7523,,,,,,,,
"07 May, 2017",,,,,4.0059,,,,,,,,
"08 May, 2017",,,,,4.0392,,,,,,,,
"09 May, 2017",,1.4799,,,4.2164,,,,,,,,
"11 May, 2017",,,,,4.2551,,,,,,,,
"12 May, 2017",,,,,3.9641,,,,,,,,
"15 May, 2017",,,,,4.2487,,,,,,,,
"16 May, 2017",,1.3300,2.0194,,4.2127,,,,,,,,
"17 May, 2017",,,,,4.0766,,,,,,,,
"18 May, 2017",,,,,4.0045,,,,,,,,
"19 May, 2017",,,,,3.7313,,,,,,,,
"21 May, 2017",,,,,3.6553,,,,,,,,
"22 May, 2017",,,,,3.1050,,,,,,,,
"23 May, 2017",,1.1799,,,2.8469,,,,,,,,
"24 May, 2017",,,,,2.2010,,,,,,,,
"25 May, 2017",,,,,4.2000,,,,,,,,
"26 May, 2017",,,,,1.8313,,,,,,,,
"28 May, 2017",,,,,1.7665,,,,,,,,
"30 May, 2017",,1.1746,,,1.7660,,,,,,,,
"31 May, 2017",,,,,1.7089,,,,,,,,
"01 Jun, 2017",,,,,1.3765,,,,,,,,
"02 Jun, 2017",,,,,1.3327,,,,,,,,
"04 Jun, 2017",,,,,1.3483,,,,,,,,
"05 Jun, 2017",,,,,1.3613,,,,,,,,
"06 Jun, 2017",,1.0089,,,1.3222,,,,,,,,
"07 Jun, 2017",,,,,1.1432,,,,,,,,
"08 Jun, 2017",,,,,1.0317,,,,,,,,
"09 Jun, 2017",,,,,0.8808,,,,,,,,
"11 Jun, 2017",,,,,0.8508,,,,,,,,
"12 Jun, 2017",,,,,0.7500,,,,,,,,
"13 Jun, 2017",,0.7667,,2.0974,0.7627,,,,,,,,
"14 Jun, 2017",,,,,0.7026,,,,,,,,
"15 Jun, 2017",,,,,0.6276,,,,,,,,
"16 Jun, 2017",,,,,0.6371,,,,,,,,
"18 Jun, 2017",,,,,0.6045,,,,,,,,
"19 Jun, 2017",,0.6491,,,0.6540,,,,,,,,
"20 Jun, 2017",,,,,0.6818,,,,,,,,
"21 Jun, 2017",,,,,0.6880,,,,,,,,
"22 Jun, 2017",,,,,0.6740,,,,,,,0.5818,
"23 Jun, 2017",,,,,0.5880,,,,,,,,
"25 Jun, 2017",,,,,0.6413,,,,,,,,
"27 Jun, 2017",,0.8265,1.7079,,0.7299,,,,,,,,
"28 Jun, 2017",,,,,0.7483,,,,,,,,
"29 Jun, 2017",,,,,0.7339,,,,,,,0.6299,
"30 Jun, 2017",,,,,0.6992,,,,,,,,
"02 Jul, 2017",,,,,0.7266,,,,,,,,
"03 Jul, 2017",,,,,0.6625,,,,,,,,
"04 Jul, 2017",,0.4080,,,0.6407,,,,,,,,
"05 Jul, 2017",,,,,0.6291,,,,,,,,
"06 Jul, 2017",,,,,,,,,,,,0.5407,
"07 Jul, 2017",,,,,0.5000,,,,,,,,
"09 Jul, 2017",,,,,0.5000,,,,,,,,
"10 Jul, 2017",,,,,0.5000,,,,,,,,
"11 Jul, 2017",,0.0900,,,0.5000,,,,,,,,
"12 Jul, 2017",,,,,0.5000,,,,,,0.1629,,
"13 Jul, 2017",,,,,0.3810,,,,,,0.4756,,
"14 Jul, 2017",,,,,0.3294,,,,,,,,
"16 Jul, 2017",,,,,0.3500,,,,,,0.5000,,
"17 Jul, 2017",,,,,0.3500,,,,,,,,
"18 Jul, 2017",,0.5090,,,0.3500,,,,,,0.4986,,
"19 Jul, 2017",,,,,,,0.3503,,,,,,
"20 Jul, 2017",,,,,,,,,,,0.4954,,
"21 Jul, 2017",,,,,0.3000,,,,,,,,
"23 Jul, 2017",,,,,0.3000,,0.3319,,,,,,
"24 Jul, 2017",,,,,0.3000,,,,,,,,
"25 Jul, 2017",,0.5969,,,0.3000,,,,0.4642,,,,
"26 Jul, 2017",,,,,,,0.3625,,,,,,
"27 Jul, 2017",,,,,0.3086,,,,0.5248,,,,
"30 Jul, 2017",,,,,0.3000,,,,,,,,
"31 Jul, 2017",,,,,0.3000,,,,,,,,
"01 Aug, 2017",,0.4802,,,0.3000,,,,,,,,
"02 Aug, 2017",,,,,0.3000,,,,,,,,
"03 Aug, 2017",,,,,0.3000,,0.2762,,,,,,
"04 Aug, 2017",,,,,0.2667,,,,,,,,
"06 Aug, 2017",,,,,0.3000,,,,,,,,
"07 Aug, 2017",,,,,0.2949,,,,,,,,
"09 Aug, 2017",0.2522,0.3299,,1.3579,0.2583,,,,,,,,
"10 Aug, 2017",,,,,0.2831,,,,,,,,
"11 Aug, 2017",,,,,0.2525,,,,,,,,
"13 Aug, 2017",,,,,0.2679,,,,,,,,
"15 Aug, 2017",0.2327,0.4782,,1.2703,0.2820,,,,,,,,
"16 Aug, 2017",,,,,0.2800,,,,,,,,
"17 Aug, 2017",,,,,0.2953,,0.2309,,,,,,
"18 Aug, 2017",,,,,0.2968,,,,,,,,
"20 Aug, 2017",,,,,0.3018,,,,0.4210,,,,
"21 Aug, 2017",,,,,0.3039,,,,,,,,
"22 Aug, 2017",,0.3179,,,0.3655,,,,,,,,
"23 Aug, 2017",,,,,0.4284,,,,,,,,
"24 Aug, 2017",,,,,0.4915,,,,,,,,
"25 Aug, 2017",,,,,0.4523,,,,,,,,
"26 Aug, 2017",,,,,,,,,,,,,
"27 Aug, 2017",,,,,0.4522,,0.4029,,,,,,
"28 Aug, 2017",,,,,0.4643,,,,,,,,
"29 Aug, 2017",,,,,,,,,,,,,
"30 Aug, 2017",,0.4004,,1.4166,0.4500,,0.4198,,,,,,
"31 Aug, 2017",,,,,0.4000,,,,0.5206,,,,
"01 Sep, 2017",,,,,0.3809,,,,,,,,
"02 Sep, 2017",,,,,,,,,,,,,
"03 Sep, 2017",,,,,0.4650,,,,,,,,
"04 Sep, 2017",,,,,0.4066,,,,,,,,
"05 Sep, 2017",,,,,,,,,,,,,
"06 Sep, 2017",0.3250,0.5038,1.3058,,0.4152,,,,,,,,
"07 Sep, 2017",,,,,0.4113,,,,,,,,
"08 Sep, 2017",,,,,0.3918,,,,,,,,
"09 Sep, 2017",,,,,,,,,,,,,
"10 Sep, 2017",,,,,0.3802,,,,,,,,
"11 Sep, 2017",,,,,0.4073,,,,,,,,
"12 Sep, 2017",0.3758,0.5824,1.4011,1.6112,0.4000,,,,,,,,
"13 Sep, 2017",,,,,0.4178,,0.2439,,,,,,
"14 Sep, 2017",,,,,,,,,,,,,
"15 Sep, 2017",,,,,0.3600,,,,,,,,
"16 Sep, 2017",,,,,,,,,,,,,
"17 Sep, 2017",,,,,0.4265,,,,,,,,
"18 Sep, 2017",,,,,0.4559,,,,,,,,
"19 Sep, 2017",,,,,,,,,,,,,
"20 Sep, 2017",,0.8637,1.5330,1.8145,0.4720,,,,,,,,
"21 Sep, 2017",,,,,,,,,,,,,
"22 Sep, 2017",,,,,0.5095,,0.4292,,,,,,
"23 Sep, 2017",,,,,,,,,,,,,
"24 Sep, 2017",,,,,0.6866,,,,,,,,
"25 Sep, 2017",,,,,0.8897,,,,,,,,
"26 Sep, 2017",,1.2785,1.7805,2.2809,1.5135,,,,,,,,
"30 Sep, 2017",,,,,,,,,,,,,
"03 Oct, 2017",1.2101,2.0589,,,1.5793,,,,,,,,
"04 Oct, 2017",,,,,1.5836,,,,,,,,
"06 Oct, 2017",,,,,1.6818,,,,,,,,
"08 Oct, 2017",,,,,1.7048,,,,0.5200,,,,
"09 Oct, 2017",,,,,1.7192,,,,,,,,
"10 Oct, 2017",1.0434,1.7383,,,1.6709,,,,,,,,
"11 Oct, 2017",,,,,1.5275,,,,0.8453,,,,
"12 Oct, 2017",,,,,1.4963,,,,,,,,
"13 Oct, 2017",,,,,1.3231,,,,,,,,
"15 Oct, 2017",,,,,1.2355,,,,,,,,
"16 Oct, 2017",,,,,1.3409,,,,,,,,
"17 Oct, 2017",,1.4996,1.9704,,1.2435,,,,,,,,
"18 Oct, 2017",,,,,1.2184,,0.3959,,,,,,
"22 Oct, 2017",,,,,1.2170,,,,,,,,
"23 Oct, 2017",,,,,1.2632,,,,,,,,
"24 Oct, 2017",,1.7000,2.1305,2.5563,1.2970,,,,,,,,
"25 Oct, 2017",,,,,1.3347,,0.4143,,,,,,
"29 Oct, 2017",,,,,1.3867,,,,,,,,
"30 Oct, 2017",,,,,1.6268,,,,,,,,
"31 Oct, 2017",1.8982,2.2554,,3.1858,1.8789,,,,,,,,
"01 Nov, 2017",,,,,2.0631,,,1.5229,,,,,
"02 Nov, 2017",,,,,2.1150,,,,,,,,
"03 Nov, 2017",,,,,2.1553,,,,,,,,
"05 Nov, 2017",,,,,2.3540,,,,,,,,
"06 Nov, 2017",,,,,2.4843,,,,,,,,
"07 Nov, 2017",0.7896,3.2478,,3.7493,2.7552,,,,,,,,
"08 Nov, 2017",,,,,2.9421,,,,,,,,
"09 Nov, 2017",,,,,3.2600,,,,,,,,
"10 Nov, 2017",,,,,3.1724,,,,,,,,
"12 Nov, 2017",,,,,3.5032,,,,,,,,
"13 Nov, 2017",,,,,3.9445,,,,,,,,
"14 Nov, 2017",2.8585,4.1265,5.1248,,4.4596,,,,,,,,
"15 Nov, 2017",,,,,4.8399,,,,,,,3.0000,
"16 Nov, 2017",,,,,5.1847,,,,,,,,
"17 Nov, 2017",,,,,4.3136,,,,,,,,5.0000
"19 Nov, 2017",,,,,4.3292,,,,,,,,5.0000
"20 Nov, 2017",,,,,4.3391,,,,,,,,
"21 Nov, 2017",4.2663,4.8476,,,4.4139,,,,,,,,
"22 Nov, 2017",,,,,4.4944,,,,,,,,
"23 Nov, 2017",,,,,4.5917,,,,,,,,
"24 Nov, 2017",,,,,4.7151,,,,,,,,
"26 Nov, 2017",,,,,5.0128,,,,,,,,
"27 Nov, 2017",,,,,5.1350,,,,,,,,
"28 Nov, 2017",4.8973,4.9833,,4.9699,4.8886,,,,,,,,5.0000
"29 Nov, 2017",,,,,4.8569,,,,,,,,5.0000
"30 Nov, 2017",,,,,4.9050,,,,,,,,
"01 Dec, 2017",,,,,4.9333,,,,,,,,
"04 Dec, 2017",,,,,4.9304,,,,,,,,
"05 Dec, 2017",5.0532,5.9282,,,5.0535,,,,,,,,
"06 Dec, 2017",,,,,5.2918,,,,,,,,
"08 Dec, 2017",,,,,4.9320,,,,,,,,5.0000
"10 Dec, 2017",,,,,4.8967,,,,,,,,5.0000
"11 Dec, 2017",,,,,4.8595,,,,,,,,
"12 Dec, 2017",5.5315,6.0584,,,4.8876,,,,,,,,
"13 Dec, 2017",,,,,4.9124,,,,,,,,
"14 Dec, 2017",,,,,4.8976,,,,,,,,
"15 Dec, 2017",,,,,4.8798,,,,,,,,
"17 Dec, 2017",,,,,4.9301,,,,,,,,
"18 Dec, 2017",,,,,4.8785,,,,,,,,
"19 Dec, 2017",5.5315,6.0584,,6.2340,4.8183,,,,,,,,
"20 Dec, 2017",,,,,4.6176,,,,,,,,
"21 Dec, 2017",,,,,4.5279,,,,,,,,
"22 Dec, 2017",,,,,4.3382,,,,,,,,
"24 Dec, 2017",,,,,4.8153,,,,,,,,
